Subject,Category,ID,Question,Option1,Option2,Option3,Option4,Answer,KnowledgeTag,Explanation,KeywordTag
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,50,「碧螺春」是屬哪一種茶葉?,不發酵茶,輕發酵茶,全發酵茶,後發酵茶,1,茶葉分類,碧螺春是綠茶的一種，是完全沒有經過發酵的茶。,碧螺春
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,51,「紅茶」是屬於,輕發酵茶,不發酵茶,重發酵茶,全發酵茶,4,茶葉分類,紅茶讓葉子完全變熟了，所以泡出來顏色紅紅的。,紅茶
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,52,「茶池」即是,茶壺,茶盅,茶船,茶荷,3,茶具辨識,茶船就像是給茶壺坐的小盆子，可以用來接多出來的水。,茶船
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,53,最早將中國茶道引進日本的是哪個朝代?,清,宋,明,唐,4,飲料文化,很久以前的唐朝人最先開始喝茶，後來日本人也跟著學。,茶道歷史
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,54,"飲用紅茶如添加牛奶後,不可再添加以下哪一種材料,以避免產生凝結作用:",糖,檸檬,蜂蜜,茶湯,2,飲料調製,牛奶碰到酸酸的檸檬會結成硬塊，喝起來口感會變得很奇怪。,鮮奶茶
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,55,以50%生乳為原料所製成的乳製品是,保久乳,發酵乳,調味乳,強化乳,3,乳品辨識,牛奶含量只有一半，另外加了果汁或巧克力的就是調味乳。,調味乳
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,56,「無酒精的飲料」稱之為,Sweet Drink,Soft Drink,Straight,Fresh Drink,2,飲料分類,像汽水、果汁這種喝了不會醉的飲料，英文叫 Soft Drink。,軟性飲料
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,57,"乳製品置於常溫太久會變得黏稠,是因為乳酸菌使下列哪種成分凝固?",乳清蛋白,酪蛋白,脂肪,鈣質,2,食品常識,牛奶裡的蛋白質碰到酸會變黏稠，所以放久了會像果凍一樣。,酪蛋白
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,58,咖啡生長的條件年均溫最好在,20℃,30 C,35℃,40℃左右,1,咖啡基礎,咖啡樹喜歡涼爽的天氣，大約20度左右生長得最好。,咖啡溫度
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,59,"咖啡樹適合生長南北迴歸線之間,以赤道為中心約",北緯10到南緯15度,北緯15到南緯20度,北緯25到南緯30度,北緯35到南緯40度,3,咖啡基礎,咖啡喜歡住在地球中間溫暖的地方，不能太冷或太熱。,咖啡帶
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,60,"冰淇淋加上切碎水果或者果漿、果汁之類,稱為下列何者?",奶昔,雪糕,聖代,冰沙,3,甜點認識,冰淇淋上面淋了甜甜的果醬和水果，就是好吃的聖代。,聖代
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,61,「純天然果汁」是如何製成的?,現壓果汁,需添加冰塊,比例接近,濃縮還原,1,飲品辨識,直接拿新鮮水果壓出來的汁，不加糖和水最健康。,天然果汁
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,62,Espresso Coffee 是採用哪一種咖啡機調製而成,過濾式,壓力式,水滴式,蒸餾式,2,咖啡沖泡,用機器強大的壓力把咖啡精華擠出來，味道非常濃郁。,義式咖啡
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,63,"沖泡大量冰咖啡,宜選用何種沖泡方式?",濾紙沖泡法,濾布沖泡法,虹吸式咖啡壺沖泡法,濾壓壺沖泡法,2,咖啡沖泡,用一塊大大的濾布來過濾咖啡，一次可以泡好幾人份。,濾布沖泡
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,64,下列何者咖啡有薄荷的味道?,愛爾蘭咖啡,亞歷山大咖啡,維也納咖啡,貴夫人咖啡,4,咖啡品項,這款咖啡喝起來涼涼的，很有薄荷的清爽感覺。,貴夫人咖啡
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,65,"綠茶的沖泡水溫,以下列何者為宜?",75~80℃,85~95℃,95~100℃,100℃以上,1,茶葉沖泡,綠茶比較嫩，不能用太燙的滾水，水溫大約80度最剛好。,綠茶水溫
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,66,"重焙火、重喉韻的茶,適合選用下列何種壺?",瓷壺,金屬壺,陶壺,玻璃壺,3,茶具選用,味道很重的茶要用陶土做的壺來泡，喝起來會更順口。,陶壺
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,67,台灣的凍頂茶主要產於,彰化,南投,苗栗,雲林,2,茶葉產地,南投鹿谷產的凍頂茶很有名，喝起來有特別的碳焙香味。,凍頂烏龍
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,68,下列哪一種茶的發酵程度最多?,紅茶,凍頂茶,白毫烏龍茶,包種茶,1,茶葉分類,紅茶是讓茶葉完全變色、變熟，是發酵程度最高的茶。,全發酵茶
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,69,"關於紅茶葉片的等級,屬於最尖端的嫩芽,稱之為",Flowery Orange Pekoe (FOP),Orange Pekoe (OP),Fanning (F),Pekoe(P),1,茶葉知識,這是指採茶時摘下最頂端、最嫩的芽尖，等級最高。,紅茶等級
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,70,"下列何種果汁不適合直接飲用,須加水稀釋?",柳丁汁,檸檬汁,木瓜汁,葡萄柚汁,2,飲品常識,檸檬汁直接喝會太酸，通常要加水和糖稀釋才好喝。,檸檬汁
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,71,下列哪一種碳酸飲料含有咖啡因?,Soda Water,7-up,Ginger Ale,Coke,4,飲品成分,黑黑的可樂裡面含有咖啡因，喝了可能會讓人比較興奮。,可樂
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,72,"下列哪一種罐裝飲料打開後,隔夜仍可使用?",薑汁汽水,蕃茄汁,可樂,奎寧水,2,食品存放,像蕃茄汁這種鹹口味的飲料，開了沒喝完冰起來還能喝。,罐裝飲料
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,73,有「形美、色綠、香濃、味醇」四絕之稱的是下列何者?,烏龍茶,包種茶,龍井茶,紅茶,3,茶葉認識,龍井茶就像是茶葉界的選美冠軍，外表綠綠的，喝起來又香又純。,龍井茶
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,74,下列何者為不含咖啡因飲料?,咖啡,水果醋,綠茶,可可,2,飲料分類,水果醋是用果汁做的酸甜飲料，裡面沒有咖啡因，晚上喝也能好好睡覺。,水果醋
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,75,茶葉的生長環境相對濕度在,55%~65%,65%~70%,75%~80%,85%~90%之間,3,茶葉生長,茶樹喜歡住在有點潮濕、空氣涼涼的地方，就像住在舒服的雲霧裡。,濕度
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,76,以下何者不是主要西瓜產地?,彰化,雲林,屏東,澎湖,4,水果知識,台灣很多地方都有種西瓜，但澎湖因為環境的關係，並不是主要生產的地方。,西瓜產地
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,77,以下哪一個月份是西瓜主要盛產季?,1~3月,4~7月,8~9月,10~12月,2,水果知識,夏天最適合吃西瓜消暑了，所以 4 月到 7 月是西瓜最好吃的時候。,西瓜產季
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,78,以下何者不是芒果的主要產區?,屏東縣,高雄市,台南市,花蓮縣,4,水果知識,芒果喜歡南部暖和的太陽，東部的花蓮縣比較不是主要的芒果產地。,芒果產地
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,79,以下何者為芒果的盛產季節?,春,夏,秋,冬,2,水果知識,想到夏天就會想到金黃色的芒果，夏天就是芒果盛產的季節喔。,芒果產季
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,80,以下何者不是香蕉的主要產區?,屏東縣,高雄市,南投縣,花蓮縣,4,水果知識,台灣南部最出名種香蕉，而東部的花蓮比較不是主要的香蕉產區。,香蕉產地
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,81,最適合調製水果冰沙的作法為下列何者?,電動攪拌法,搖盪法,攪拌法,直接注入法,1,調飲技巧,要做冰冰涼涼的水果冰沙，一定要用機器轉快快，才能把冰塊打碎。,電動攪拌法
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,82,"以新鮮果汁加入調味 Syrup,一般稱為",Cocktail,Mocktail,Fizz,Cooler,2,專業術語,這種飲料只有果汁和糖漿，雖然長得像酒但沒有酒精，英文叫 Mocktail。,無酒精雞尾酒
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,83,調製 Frozen 主要的工具為下列何者?,冰沙機,搖酒器,刻度調酒杯,雪平鍋,1,工具辨識,想喝綿綿密密的冰沙（Frozen），就要請出專業的冰沙機來幫忙。,冰沙機
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,84,"以櫻桃、檸檬作為杯口裝飾,我們稱為下列何者?",Decoration,Garnish,Furnishing,Rimming,2,專業術語,在杯口放上櫻桃或檸檬片，就像幫飲料穿漂亮衣服，這就叫 Garnish。,裝飾物
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,85,"調製含有碳酸氣體的飲料,應使用以下何種器具?",Shaker,Blender,Mixing Glass,Bar Spoon,4,工具辨識,攪拌汽水要用長長的吧叉匙輕輕拌，這樣才不會讓泡泡全部跑光光。,吧叉匙
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,86,義大利式咖啡(Espresso)所使用的咖啡豆是,摩卡豆,巴西豆,綜合豆,藍山豆,3,咖啡認識,做義式咖啡時會把不同種的豆子混在一起，這樣喝起來味道才會豐富。,綜合豆
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,87,"使用義大利式(蒸氣、壓力)咖啡機來調製熱奶泡,以下何者為最恰當溫度?",35~40℃,45~50℃,65~70℃,80~85℃,3,飲品調製,熱奶泡大約在 65 到 70 度最好喝，摸杯子會覺得熱熱燙燙的感覺。,奶泡溫度
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,88,以下何者不是無酒精飲料的英文名稱?,Soft Drinks,Virgin Drinks,Mocktail,Hard Drinks,4,專業術語,英文的 Hard Drinks 是指有酒精的酒，不是給小朋友喝的無酒精飲料。,硬飲料
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,89,以下哪一種不屬於軟性飲料?,紅茶,果汁,雞尾酒,咖啡,3,飲料分類,軟性飲料是指不含酒的果汁或汽水，雞尾酒裡面有酒，所以不是軟性飲料。,軟性飲料
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,90,"在咖啡的成份中,哪一項最能夠刺激中樞神經系統,使人情緒激昂、提高思考力、消除睡意,具有提神效果?",咖啡因,脂肪,蛋白質,單寧酸,1,咖啡成分,咖啡裡面有一種神奇的東西叫咖啡因，喝了會讓人精神變好、不想睡覺。,咖啡因
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,91,下列何者為不發酵茶的製造過程?,茶菁→炒菁→揉捻→乾燥→成品,茶菁→日光萎凋→室內萎凋,茶菁→揉捻→炒菁→乾燥→成品,茶菁→炒菁→揉捻→成品,1,製茶過程,這種茶採下來後趕快炒一炒加熱，不讓它變色，就能保持綠綠的清香味。,不發酵茶
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,92,"以下哪一種茶葉的成份是茶葉中多元酚類的通稱,是茶中主要的成分,有幫助消化的功能,也是茶帶澀味的主要因素?",胺基酸,單寧酸,礦物質,維生素,2,茶葉成分,喝茶時舌頭覺得澀澀的東西就是單寧酸，它還能幫忙腸胃消化食物喔。,單寧酸
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,93,以下哪一個國家非紅茶主要出產國?,西班牙,印度,斯里蘭卡,肯亞,1,茶葉知識,西班牙人比較喜歡喝酒，紅茶的主要產地通常是在亞洲或非洲的國家。,西班牙
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,94,以下何者不為茶葉的功效?,提神醒腦、消除疲勞,抗菌作用,強化微血管,幫助睡眠,4,生活常識,茶裡面有咖啡因，喝了會更有精神，所以它沒有幫助睡眠的功能喔。,幫助睡眠
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,95,"台灣氣候適宜種植茶樹,一年最多可採收幾次?",一次,二次,四次,六次,4,茶葉知識,台灣的天氣太適合種茶了，茶樹長得很快，一年最多可以採收六次。,採收次數
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,96,全發酵茶的紅茶類以幾度的熱水沖泡為宜?,95℃,90 C,80℃,70℃,1,沖泡技巧,泡紅茶要用快要滾開的 95 度熱水，這樣泡出來的紅茶才香才好喝。,紅茶泡法
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,97,"沖泡中國茶的器具很多,以下何者「非」泡茶時會使用的器具?",茶壺,茶海,水方,濾杯,4,工具辨識,濾杯通常是手沖咖啡在用的，傳統泡中國茶時不太會用到這個東西。,濾杯
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,98,"英式下午茶點心的吃法,下列何者正確?","由上而下,由甜而鹹,由淡而濃","由下而上,由鹹而甜,由淡而濃","由上而下,由鹹而甜,由濃而淡","由下而上,由甜而鹹,由淡而濃",2,餐飲禮儀,吃下午茶有點像爬樓梯，要從最下面的鹹點心開始往上面吃甜的。,下午茶
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,99,"以下何種茶雖名為「茶」,卻是由天然花草製成,不含咖啡因、茶鹼等刺激性的成分?",花草茶,紅茶,綠茶,烏龍茶,1,飲料分類,花草茶是用漂亮的花朵或葉子泡的，沒有咖啡因，喝了不會讓心跳變快。,花草茶
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,100,以下何種花茶不是常見的飲用花茶?,玫瑰花茶,紫羅蘭花茶,鬱金香花茶,檸檬草,3,生活常識,我們常喝菊花茶或茉莉花茶，很少看到有人拿鬱金香來泡茶喝。,常見花茶
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,101,"以下何種茶含有豐富的維生素,帶有酸味及花果香?",花茶,果粒茶,烏龍茶,綠茶,2,飲料分類,果粒茶裡面有很多乾掉的小水果，喝起來酸酸甜甜的，很有營養。,果粒茶
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,102,以下敘述何者錯誤?,"泡沫茶品是以各式茶品為基茶,添加果糖調製而成,如泡沫紅茶、綠茶等","加味茶品是以紅茶或綠茶為基茶,添加梅子、薄荷、蜂蜜等調配,如梅子綠茶、薄荷綠茶等","泡沫果茶是以紅茶或綠茶為基茶,添加各式果汁,如葡萄柚綠茶、百香果綠茶等","泡沫奶茶是以綠茶為基茶,添加奶粉調製而成,如伯爵奶茶等",4,飲品辨識,泡沫奶茶一般是用紅茶當底調成的，不是用綠茶加奶粉做的伯爵奶茶。,泡沫奶茶
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,103,"下列何者是將採摘的茶葉蒸氣殺菁,然後乾製碾碎,製成粉末沖泡飲用?",玄米茶,抹茶,薄荷茶,煎茶,2,茶葉辨識,抹茶就是把茶葉蒸熟磨成粉，喝起來很有茶香味。,抹茶
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,104,"以下四種水果中,哪一項不適合加牛奶調製?",木瓜,萊姆,西瓜,酪梨,2,水果知識,萊姆太酸了，加進牛奶裡會讓牛奶結塊變質，不適合一起喝。,萊姆
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,105,"以下四種水果中,哪一項不是夏季盛產的水果?",西瓜,芒果,草莓,荔枝,3,季節水果,草莓喜歡冷冷的天，通常在冬天和春天長大，不是夏天。 ,草莓
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,106,"以下四種水果中,哪一項是源自中國,本名彌猴桃?",鳳梨,百香果,奇異果,蕃茄,3,水果由來,奇異果以前叫獼猴桃，原本是從中國傳出去的。,奇異果
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,107,"以下何者在調製果汁時,不適合用果汁機操作?",哈密瓜,水蜜桃,西瓜,甘蔗,4,工具使用,甘蔗太硬了，果汁機會被弄壞，要用專門的機器壓汁。,甘蔗
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,108,"何種型態之碳酸飲料是以添加水果味道的香料來做為果味的來源,且顏色鮮艷,價格也很便宜?",果味型碳酸飲料,可樂型碳酸飲料,麥芽碳酸飲料,其他碳酸飲料,1,飲料種類,這是用香料調成的汽水，顏色漂亮又便宜，像我們喝的橘子汽水。,果味型碳酸飲料
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,109,下列何者「非」為製造冰淇淋的材料?,冰塊,牛奶製品,糖,香料、穩定劑、乳化劑,1,材料辨識,做冰淇淋要用牛奶跟奶油，直接放冰塊口感就不對了。,冰塊
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,110,"可可樹是熱帶常綠植物,果實為莢狀,香氣濃郁,剔開果肉取出可可豆後,可加工製成下列何者?",巧克力,即溶咖啡,花草茶,果粒茶,1,加工食品,可可豆是巧克力的靈魂，磨碎加工後就變成好吃的巧克力。,巧克力
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,111,"咖啡果實成熟時,在尚未去皮及加工過程,呈現什麼顏色?",綠色,白色,紅色,黑色,3,植物外觀,咖啡豆沒採下來前像紅櫻桃一樣，成熟時是漂亮的紅色。,紅色
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,112,台灣最早大量種植咖啡的地區是,新北市,雲林縣,台南市,花蓮縣,2,台灣產區,雲林的古坑以前有很多咖啡樹，是台灣早期種最多的地方。,雲林縣
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,113,最早引進咖啡樹至台灣種植是於西元哪一年?,1500年,1624年,1884年,1914年,2,台灣歷史,很久以前荷蘭人來到台灣時，就把咖啡樹帶來種了。,1624年
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,114,台灣有名的古坑咖啡位於哪一個縣市?,嘉義縣,雲林縣,台南市,花蓮縣,2,台灣產區,看到古坑就要想到雲林，那裡的咖啡全台灣都有名。,雲林縣
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,115,咖啡豆最適合種植於哪種環境?,全日照地區,半日照地區,無日照地區,雨林中,2,植物生長,咖啡樹怕曬傷，所以要種在有太陽但不會曬整天的地方。,半日照地區
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,116,首先在台灣大量種植咖啡豆的人是,日本人,荷蘭人,西班牙人,英國人,1,台灣歷史,日治時期的時候，日本人為了產咖啡，在台灣種了很多。,日本人
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,117,"台灣第一家以重烘焙咖啡豆起家的直營咖啡連鎖店,是來自哪個國家?",日本,義大利,美國,法國,3,品牌來源,最早開這種重口味連鎖咖啡店的是美國人，像星巴克就是。,美國
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,118,即溶式咖啡是在何時正式在市面上發行?,西元1933年,西元1938年,西元1943年,西元1948年,2,產品歷史,即溶咖啡是在大約 80 多年前正式發明的，讓大家喝咖啡變方便。,西元1938年
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,119,摩卡咖啡豆是指哪個國家的咖啡豆?,剛果,坦尚尼亞,葉門及衣索比亞,南非,3,品種產地,摩卡原本是個出口咖啡的港口名，就是指那附近的咖啡豆。,摩卡咖啡豆
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,120,"以噴霧乾燥法(Spray Dried)製造的即溶咖啡,俗稱為第幾代咖啡?",一,二,三,四,1,加工技術,噴霧法做出的咖啡粉是最早期的技術，所以稱為第一代。,第一代咖啡
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,121,"以凍結乾燥法(Freeze Dried)製造的即溶咖啡,俗稱為第幾代咖啡?",一,二,三,四,3,加工技術,這種凍結法可以留住咖啡香味，是比較進步的第三代技術。,第三代咖啡
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,122,下面哪種咖啡豆不屬於阿拉比卡種(Arabica)?,曼特寧豆,可娜豆,爪哇豆,摩卡豆,3,品種分類,爪哇豆通常被歸類在羅布斯塔種，跟阿拉比卡不一樣。,爪哇豆
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,123,"西元1843年由哪一個國家的人發明手搖式製冰機,才使冰淇淋成為大眾化冰品?",英國人,義大利人,美國人,德國人,3,器材歷史,美國人發明了手搖機器，大家才能更容易吃到冰淇淋。,美國人
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,124,西元1923年發明無咖啡因咖啡的是那一國人?,美國人,義大利人,法國人,德國人,4,食品研發,德國人發明把咖啡因拿掉的方法，讓怕睡不著的人也能喝。,德國人
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,125,"西元1960年發明罐裝飲料,留置型易開罐拉環的是哪一國人?",美國人,英國人,法國人,德國人,1,包裝設計,美國人想出把拉環留在罐子上的方法，方便喝又不會弄丟拉環。,美國人
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,126,可娜豆(Kona)主要產於,印尼,夏威夷,宏都拉斯,哥倫比亞,2,世界產區,可娜豆是很有名的咖啡豆，是在漂亮的夏威夷種出來的。,夏威夷
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,127,下列哪個國家最早種植咖啡豆?,巴西,哥倫比亞,印尼,印度,4,咖啡歷史,咖啡最早在印度等地區開始種植，然後才慢慢傳到世界各地。,印度
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,128,世界咖啡生豆期貨最大的交易地點位於,倫敦,紐約,東京,巴黎,2,國際市場,紐約是全球最大的咖啡買賣中心，決定世界咖啡的價格。,紐約
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,129,台灣包種茶主要產地在,新北市,嘉義縣,南投縣,雲林縣,1,台灣產區,新北市的坪林有很多好喝的包種茶，大家常去那裡買。,新北市
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,130,台灣的港口茶主要產地在,新北市,宜蘭縣,高雄市,屏東縣,4,台灣產區,港口茶是屏東恆春的名產，喝起來有獨特的海邊味道。,屏東縣
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,131,台灣的三星上將茶的主要產地在,花蓮縣,宜蘭縣,南投縣,屏東縣,2,台灣產區,宜蘭三星除了蔥，種出來的「上將茶」也是當地的名產。,宜蘭縣
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,132,"可樂加冰塊點綴檸檬片,這種不需要攪拌的方法稱之為",壓榨法(Muddle),飄浮法(Float),注入法(Pour),攪拌法(Stir),3,調製技術,就是直接把飲料倒進杯子裡，不用搖也不用攪拌的方法。,注入法
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,133,水果切盤不會使用下列哪種切法?,拉切,推切,鋸切,滾切,4,刀法辨識,水果拼盤講求漂亮好入口，通常不會用這種切出來大小不一的滾切法。,滾切
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,134,"可可飲用時覺得有點苦苦的,其原因是",受潮,過期,含生物鹼,發霉,3,飲品成分,可可豆裡有一種叫生物鹼的天然成分，這就是讓它喝起來苦苦的原因喔。,生物鹼
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,135,"製作水果茶時,一般不使用哪種水果?",奇異果,蘋果,酪梨,柳橙,3,食材選用,酪梨吃起來油油滑滑的，不適合跟其他水果放在一起做清爽的水果茶。,酪梨
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,136,全世界最大的紅茶生產國是,中國,斯里蘭卡,印度,台灣,3,產地常識,印度是世界上出產最多紅茶的地方，就像是茶葉的超級大工廠。,印度
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,137,"茶葉製作過程中,不需經過萎凋處理的是",綠茶,紅茶,烏龍茶,包種茶,1,茶葉加工,綠茶為了保持鮮綠，採下來就直接處理，不需要像別種茶一樣放著讓它變軟萎縮。,綠茶
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,138,"泡製中國茶時,用以盛放泡好之茶湯,再分倒各小杯,使各小杯茶湯濃度平均的用具,稱之為",茶海,茶盤,茶則,茶漏,1,茶具認識,茶海像是一個大杯子，先把泡好的茶倒進去，這樣分給每個人喝的濃度才會一樣。,茶海
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,139,台茶12號是指哪一種品種的茶?,烏龍茶,金萱茶,翠玉茶,四季春,2,茶葉品種,金萱茶是台灣很有名的品種，它還有一個專屬的編號叫「台茶 12 號」喔。,金萱茶
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,140,"下列有關飲料容積單位,何者錯誤?",ml為Milliliter 的簡寫,cl為Centiliter,10 g = 1cc,10ml=1cl,3,度量常識,重量（公克）和容量（cc）是不一樣的，不能直接說 10 公克等於 1 cc 喔。,容積單位
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,141,"飲務員在調製飲料過程中,不用量酒器來量製,直接倒入的方式稱之為",Fine Pour,Easy Pour,Full Pour,Free Pour,4,調酒技術,不使用量杯、直接把酒倒入杯子裡的動作，在吧檯英文裡叫做 Free Pour。,Free Pour
[丙級學科題庫] 飲料調製,20600 飲料調製丙級工作項目 03: 飲料調製,142,下列那一項不可放入雪克杯(Shaker)內調製飲料?,奎寧水(Tonic Water),鮮奶(Milk),蕃茄汁(Tomato Juice),苦精(Bitters),1,調製禁忌,有氣泡的飲料不能放進搖酒器搖，不然會像汽水被搖過一樣，打開時噴得滿臉都是。,奎寧水
